line,sid,msg,rule
3662,,MALWARE-CNC Win.Trojan.Dropper malicious executable download attempt,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Dropper malicious executable download attempt""; flow:to_client,established; http_header; content:""Content-Type:"",nocase; content:""application/java-vm"",within 50,fast_pattern; file_data; content:""MZ"",depth 2; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,virustotal.com/"
3674,,MALWARE-CNC Win.Downloader.Zebrocy known malicious user-agent string,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Downloader.Zebrocy known malicious user-agent string""; flow:to_server,established; http_header; content:""User-Agent|3A| Mozilla v5.1"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3675,,MALWARE-CNC Win.Downloader.Zebrocy initial outbound request,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Downloader.Zebrocy initial outbound request""; flow:to_server,established; http_uri; content:""?fort="",fast_pattern,nocase; http_client_body; content:""pol="",depth 4; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3692,,MALWARE-CNC Win.Trojan.CowerSnail command and control response detected,"alert tcp $EXTERNAL_NET 20480 -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.CowerSnail command and control response detected""; flow:to_client,established; content:""pk"",depth 2; content:""R|00|e|00|q|00|u|00|e|00|s|00|t|00|"",fast_pattern,nocase; content:""|00|a|00|r|00|g|00|""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:irc; reference:url,www.virustotal.com/"
3693,,MALWARE-CNC Win.Trojan.CowerSnail initial outbound connection attempt,"alert tcp $HOME_NET any -> $EXTERNAL_NET 20480 ( msg:""MALWARE-CNC Win.Trojan.CowerSnail initial outbound connection attempt""; flow:to_server,established; content:""+CHANNEL|0B|"",fast_pattern,nocase; content:""line-client""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:irc; reference:url,www.virustotal.com/"
3694,,MALWARE-CNC Win.Trojan.Joanap variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-CNC Win.Trojan.Joanap variant outbound connection""; flow:to_server,established; content:""TO: Joana <xiake722@gmail.com>"",fast_pattern,nocase; content:""SUBJECT: |5B|T|5D|""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:smtp; reference:url,www.virustotal.com/"
3701,,MALWARE-CNC Win.Trojan.Autophyte dropper variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Autophyte dropper variant outbound connection""; flow:to_server,established; http_raw_uri; bufferlen:10; http_uri; content:""/mainls.cs"",fast_pattern,nocase; http_header; content:""Content-Type: application/octet-stream"",nocase; content:!""User-Agent"",nocase; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3702,,MALWARE-CNC Win.Trojan.Autophyte RAT variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Autophyte RAT variant outbound connection""; flow:to_server,established; http_client_body; content:""Content-Disposition: form-data|3B| name=|22|board_id|22|"",fast_pattern,nocase; content:""Content-Disposition: form-data|3B| name=|22|user_id|22|""; content:""Content-Disposition: form-data|3B| name=|22|file1|22|""; http_header; content:!""Referer""; metadata:ruleset community; service:http; reference:url,www.virustotal.com/"
3710,,MALWARE-CNC Win.Trojan.TechSupportScam installed binary outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.TechSupportScam installed binary outbound connection""; flow:to_server,established; http_uri; content:""/show_new.php?"",fast_pattern,nocase; content:""code="",nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3711,,MALWARE-CNC Win.Trojan.TechSupportScam installed binary outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.TechSupportScam installed binary outbound connection""; flow:to_server,established; http_uri; content:""/register.php?"",fast_pattern,nocase; content:""p="",nocase; content:""&code="",nocase; http_header; content:!""User-Agent""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3712,,MALWARE-CNC Win.Trojan.TechSupportScam installed binary outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.TechSupportScam installed binary outbound connection""; flow:to_server,established; http_uri; content:""/update_new.php?"",fast_pattern,nocase; content:""code="",nocase; http_header; content:!""User-Agent""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3713,,PUA-ADWARE Win.Adware.Pbot variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""PUA-ADWARE Win.Adware.Pbot variant outbound connection""; flow:to_server,established; http_uri; content:""/installstarted"",fast_pattern,nocase; content:""de="",nocase; content:""_v="",nocase; content:""_s="",nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3714,,PUA-ADWARE Win.Adware.Pbot variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""PUA-ADWARE Win.Adware.Pbot variant outbound connection""; flow:to_server,established; http_uri; content:""/collect.php"",fast_pattern,nocase; content:""pid=""; content:""cid=""; content:""sid=""; content:""act=""; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3715,,PUA-ADWARE Win.Adware.Pbot variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""PUA-ADWARE Win.Adware.Pbot variant outbound connection""; flow:to_server,established; http_uri; content:""/installended"",fast_pattern,nocase; content:""de="",nocase; content:""_v="",nocase; content:""_s="",nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3716,,MALWARE-CNC Win.Trojan.NukeSped RAT variant outbound communication,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Win.Trojan.NukeSped RAT variant outbound communication""; flow:to_server,established; content:""|B0 00 B0 00 B0 00 B0 00 26 00 26 00 26 00|"",depth 15; metadata:impact_flag red,ruleset community; reference:url,www.virustotal.com/"
3717,,MALWARE-CNC Win.Trojan.NukeSped RAT variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET [9000:] ( msg:""MALWARE-CNC Win.Trojan.NukeSped RAT variant outbound connection""; flow:to_server,established; isdataat:83; isdataat:!84; content:""|50 00 00 00|"",depth 4; byte_test:1,>,2,0,relative; content:!""|0A|"",within 1,distance 1; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; reference:url,www.virustotal.com/"
3729,,MALWARE-CNC Win.Trojan.Zegost variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET 443 ( msg:""MALWARE-CNC Win.Trojan.Zegost variant outbound connection""; flow:to_server,established; content:""|2A 00 00 00|"",depth 4; isdataat:37,relative; isdataat:!38,relative; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; reference:url,www.virustotal.com/"
3731,,MALWARE-CNC Win.Trojan.KeyPass variant inbound connection attempt,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.KeyPass variant inbound connection attempt""; flow:to_client,established; file_data; content:""|7B 22|line1|22 3A 22|"",depth 10,fast_pattern; content:""|22|line2|22 3A 22|"",within 30,distance 30; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3736,,MALWARE-CNC Andr.Trojan.AnubisCrypt variant outbound post detected,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Andr.Trojan.AnubisCrypt variant outbound post detected""; flow:to_server,established; http_uri; content:""/private/"",fast_pattern; content:"".php"",distance 0; http_client_body; content:""p=""; http_header; content:""User-Agent:""; content:""Android"",within 100; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3737,,MALWARE-CNC Andr.Trojan.AnubisCrypt variant outbound post detected,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Andr.Trojan.AnubisCrypt variant outbound post detected""; flow:to_server,established; http_uri; content:""/private/checkPanel.php"",fast_pattern,nocase; http_header; content:""User-Agent:""; content:""Android"",within 100; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3738,,MALWARE-CNC Win.Trojan.OilRig variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.OilRig variant outbound connection""; flow:to_server,established; http_uri; content:""/tahw?"",depth 6; pcre:""/\x2ftahw\x3f[A-F0-9]{3,84}$/""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3739,,MALWARE-CNC Win.Trojan.OilRig variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.OilRig variant outbound connection""; flow:to_server,established; http_uri; content:""/khc?"",depth 5; pcre:""/\x2fkhc\x3f[A-F0-9]{3,84}$/""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3741,,MALWARE-CNC Win.Trojan.MSDownloader variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.MSDownloader variant outbound connection""; flow:to_server,established; http_header; content:""MS_D0wnl0ad3r"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3742,,MALWARE-CNC Win.Trojan.MSDownloader variant download,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.MSDownloader variant download""; flow:to_client,established; file_data; content:""Content-Type|3A 20|multipart/form-data|3B| boundary=MS_D0wnl0ad3r"",fast_pattern,fast_pattern_offset 44,fast_pattern_length 13; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,www.virustotal.com/"
3743,,MALWARE-CNC Win.Trojan.MSDownloader variant download,"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""MALWARE-CNC Win.Trojan.MSDownloader variant download""; flow:to_server,established; file_data; content:""Content-Type|3A 20|multipart/form-data|3B| boundary=MS_D0wnl0ad3r"",fast_pattern,fast_pattern_offset 44,fast_pattern_length 13; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:smtp; reference:url,www.virustotal.com/"
3744,,MALWARE-CNC Win.Trojan.AcridRain outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.AcridRain outbound connection""; flow:to_server,established; http_client_body; content:""browser/Vivaldi.txtPK"",fast_pattern,nocase; http_uri; content:""/Upload/""; http_raw_uri; bufferlen:8; http_header; content:!""User-Agent|3A 20|""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3745,,MALWARE-CNC Win.Trojan.AcridRain outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.AcridRain outbound connection""; flow:to_server,established; http_uri; content:""/Libs.zip"",fast_pattern,nocase; http_raw_uri; bufferlen:9; http_header; content:!""User-Agent|3A 20|""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3746,,MALWARE-CNC Win.Trojan.MirageFox variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.MirageFox variant outbound connection""; flow:to_server,established; http_uri; content:""/image_download.php?uid="",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3747,,MALWARE-CNC Win.Trojan.MirageFox variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.MirageFox variant outbound connection""; flow:to_server,established; http_uri; content:""/search?gid="",fast_pattern,nocase; http_header; content:""Accept:*/*""; http_method; content:""POST""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3748,,MALWARE-CNC Win.Trojan.ITranslator variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.ITranslator variant outbound connection""; flow:to_server,established; http_uri; content:""/dl.itranslator.info/"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3749,,MALWARE-CNC Win.Trojan.ITranslator variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.ITranslator variant outbound connection""; flow:to_server,established; http_uri; content:""/gl.php?uid="",fast_pattern,nocase; content:""&v=""; content:""&x="",within 20; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3750,,MALWARE-CNC Win.Trojan.ITranslator variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.ITranslator variant outbound connection""; flow:to_server,established; http_uri; content:""/ufiles/"",fast_pattern,nocase; content:"".dll""; http_header; content:""UID: ""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3751,,MALWARE-CNC Win.Trojan.ITranslator variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.ITranslator variant outbound connection""; flow:to_server,established; http_header; content:""User-Agent: ITRANSLATOR|0D 0A|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3752,,MALWARE-CNC Win.Trojan.ITranslator variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.ITranslator variant outbound connection""; flow:to_server,established; http_header; content:""UID: P002|0D 0A|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3753,,MALWARE-CNC Win.Trojan.ITranslator variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.ITranslator variant outbound connection""; flow:to_server,established; http_uri; content:""/cfg?cb="",fast_pattern,nocase; content:""&guid=""; content:""&uid="",distance 0; content:""&ua="",distance 0; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3755,,MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection""; flow:to_server,established; http_uri; content:""/technet-support/library/online-service-description.php"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3756,,MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection""; flow:to_server,established; http_uri; content:""/advance/portable_version/service.php"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3757,,MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection""; flow:to_server,established; http_uri; content:""/pkg/image/do.php"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3758,,MALWARE-CNC Win.Trojan.Zebrocy variant payload download attempt,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant payload download attempt""; flow:to_server,established; http_uri; content:""/Templates/NormalOld.dotm"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3761,,MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection""; flow:to_server,established; http_uri; content:""/company-device-support/values/correlate-sec.php"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3762,,MALWARE-CNC Osx.Trojan.WindTail outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Osx.Trojan.WindTail outbound connection""; flow:to_server,established; http_uri; content:"".php?very="",fast_pattern,nocase; content:""&xnvk=""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3763,,MALWARE-CNC Osx.Trojan.WindTail outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Osx.Trojan.WindTail outbound connection""; flow:to_server,established; http_header; content:""User-Agent: usrnode/"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3764,,MALWARE-CNC Osx.Trojan.WindTail outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Osx.Trojan.WindTail outbound connection""; flow:to_server,established; http_uri; content:""/qgHUDRZiYhOqQiN/kESklNvxsNZQcPl.php"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3766,,MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection""; flow:to_server,established; http_uri; content:""/js/drv"",fast_pattern,nocase; http_raw_uri; bufferlen:7; http_header; content:!""Referer:""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3767,,MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection""; flow:to_server,established; http_uri; content:""/ourtyaz/dwnack.php?cId="",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3768,,MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection""; flow:to_server,established; http_uri; content:""/MarkQuality455/developerbuild.php?b="",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3769,,MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection""; flow:to_server,established; http_uri; content:""/purchase61dfdusfdsu/costnbenifit8889.php?p="",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3770,,MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection""; flow:to_server,established; http_uri; content:""/ourtyaz/qwe.php?TIe="",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3771,,MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.BitterRAT variant outbound connection""; flow:to_server,established; http_uri; content:""/winter/zxd.php?TIe="",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3772,,MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection""; flow:to_server,established; http_uri; content:""/software-apptication/help-support-apl/getidpolapl.php"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3823,,PUA-ADWARE Osx.Adware.FairyTail variant outbound connection detected,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""PUA-ADWARE Osx.Adware.FairyTail variant outbound connection detected""; flow:to_server,established; http_header; content:""User-Agent: SpellingChecker/22"",fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3824,,PUA-ADWARE Osx.Adware.Genieo variant outbound connection detected,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""PUA-ADWARE Osx.Adware.Genieo variant outbound connection detected""; flow:to_server,established; http_header; content:""User-Agent: LinqurySearch"",fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3825,,PUA-ADWARE Osx.Adware.MacSearch variant outbound connection detected,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""PUA-ADWARE Osx.Adware.MacSearch variant outbound connection detected""; flow:to_server,established; http_header; content:""User-Agent: macsearch/1 CFNetwork/"",fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3828,,MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection""; flow:to_server,established; http_uri; content:""/help-desk/remote-assistant-service/PostId.php?q="",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3829,,MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection""; flow:to_server,established; http_uri; content:""/ministerstvo-energetiki/seminars/2019/06/Seminar.rtf"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,virustotal.com/"
3830,,MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET [139,445] ( msg:""MALWARE-CNC Win.Trojan.Zebrocy variant outbound connection""; flow:to_server,established; content:""S|00|e|00|m|00|i|00|n|00|a|00|r|00|_|00|2|00|0|00|1|00|8|00|_|00|1|00|.|00|A|00|O|00|-|00|A|00|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:netbios-ssn; reference:url,virustotal.com/"
3832,,MALWARE-CNC Win.Trojan.Fakewmi variant outbound connection attempt,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Fakewmi variant outbound connection attempt""; flow:to_server,established; http_uri; content:"".png?ID="",fast_pattern,nocase; content:""&MAC=""; content:""&OS=""; content:""&BIT=""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3833,,MALWARE-CNC Win.Trojan.Fakewmi variant outbound connection attempt,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Fakewmi variant outbound connection attempt""; flow:to_server,established; http_uri; content:"".exez?ID="",fast_pattern,nocase; content:""&GUID=""; content:""&_T=""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
3854,,MALWARE-CNC Win.Downloader.TeamBot outbound cnc connection,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Downloader.TeamBot outbound cnc connection""; flow:to_server,established; http_uri; content:""/7773/index.php"",fast_pattern,nocase; http_raw_uri; bufferlen:15; http_client_body; content:""&string=""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,www.virustotal.com/"
